1,-1,401,672,108,283,0.9300000071525574,-1,-1,-1
1,-1,702,339,62,175,0.8899999856948853,-1,-1,-1
1,-1,443,477,95,228,0.8799999952316284,-1,-1,-1
1,-1,632,296,57,159,0.8199999928474426,-1,-1,-1
1,-1,128,322,46,76,0.5699999928474426,-1,-1,-1
2,-1,401,671,104,285,0.9300000071525574,-1,-1,-1
2,-1,702,339,60,175,0.8899999856948853,-1,-1,-1
2,-1,443,477,91,228,0.8799999952316284,-1,-1,-1
2,-1,632,296,56,158,0.8100000023841858,-1,-1,-1
2,-1,127,321,48,75,0.5600000023841858,-1,-1,-1
3,-1,402,669,102,289,0.9300000071525574,-1,-1,-1
3,-1,702,339,60,176,0.8899999856948853,-1,-1,-1
3,-1,444,471,88,234,0.8899999856948853,-1,-1,-1
3,-1,632,294,56,160,0.8299999833106995,-1,-1,-1
3,-1,128,322,46,74,0.5600000023841858,-1,-1,-1
4,-1,401,669,103,289,0.9300000071525574,-1,-1,-1
4,-1,445,476,88,227,0.8899999856948853,-1,-1,-1
4,-1,702,340,60,174,0.8799999952316284,-1,-1,-1
4,-1,633,296,54,157,0.8500000238418579,-1,-1,-1
4,-1,128,321,46,71,0.5199999809265137,-1,-1,-1
4,-1,1335,286,25,64,0.44999998807907104,-1,-1,-1
5,-1,394,673,111,286,0.9399999976158142,-1,-1,-1
5,-1,707,339,57,175,0.8799999952316284,-1,-1,-1
5,-1,445,469,91,236,0.8799999952316284,-1,-1,-1
5,-1,634,298,55,154,0.8600000143051147,-1,-1,-1
5,-1,130,321,42,73,0.49000000953674316,-1,-1,-1
6,-1,385,676,121,284,0.9300000071525574,-1,-1,-1
6,-1,709,337,58,176,0.8799999952316284,-1,-1,-1
6,-1,635,299,53,150,0.8600000143051147,-1,-1,-1
6,-1,449,465,81,238,0.8500000238418579,-1,-1,-1
7,-1,377,678,127,283,0.9200000166893005,-1,-1,-1
7,-1,711,334,58,178,0.8899999856948853,-1,-1,-1
7,-1,637,299,52,150,0.8399999737739563,-1,-1,-1
7,-1,452,453,71,253,0.8299999833106995,-1,-1,-1
7,-1,130,323,39,76,0.49000000953674316,-1,-1,-1
7,-1,1335,286,25,64,0.44999998807907104,-1,-1,-1
8,-1,371,681,132,280,0.9300000071525574,-1,-1,-1
8,-1,713,333,57,178,0.8899999856948853,-1,-1,-1
8,-1,641,300,49,151,0.8299999833106995,-1,-1,-1
8,-1,453,452,65,251,0.8199999928474426,-1,-1,-1
8,-1,131,324,34,76,0.5199999809265137,-1,-1,-1
8,-1,1335,286,25,64,0.46000000834465027,-1,-1,-1
9,-1,364,683,136,277,0.9399999976158142,-1,-1,-1
9,-1,715,335,55,176,0.8799999952316284,-1,-1,-1
9,-1,454,446,63,259,0.8399999737739563,-1,-1,-1
9,-1,647,301,45,148,0.8299999833106995,-1,-1,-1
9,-1,1335,286,25,64,0.4699999988079071,-1,-1,-1
10,-1,360,682,130,278,0.9300000071525574,-1,-1,-1
10,-1,715,337,55,172,0.8700000047683716,-1,-1,-1
10,-1,650,301,44,149,0.8100000023841858,-1,-1,-1
10,-1,457,451,56,255,0.8100000023841858,-1,-1,-1
10,-1,1335,286,25,64,0.46000000834465027,-1,-1,-1
11,-1,353,683,123,277,0.9300000071525574,-1,-1,-1
11,-1,714,338,58,168,0.8600000143051147,-1,-1,-1
11,-1,653,300,44,149,0.8299999833106995,-1,-1,-1
11,-1,456,453,55,260,0.8199999928474426,-1,-1,-1
11,-1,1335,286,25,65,0.46000000834465027,-1,-1,-1
12,-1,347,685,121,276,0.9300000071525574,-1,-1,-1
12,-1,715,339,58,167,0.8600000143051147,-1,-1,-1
12,-1,655,301,46,148,0.8299999833106995,-1,-1,-1
12,-1,454,456,57,256,0.8199999928474426,-1,-1,-1
12,-1,1335,286,25,65,0.46000000834465027,-1,-1,-1
13,-1,342,686,117,275,0.9200000166893005,-1,-1,-1
13,-1,719,339,56,166,0.8500000238418579,-1,-1,-1
13,-1,654,300,59,149,0.8500000238418579,-1,-1,-1
13,-1,450,480,62,234,0.8100000023841858,-1,-1,-1
13,-1,1335,286,25,65,0.4699999988079071,-1,-1,-1
14,-1,334,686,111,274,0.9100000262260437,-1,-1,-1
14,-1,655,299,65,149,0.8700000047683716,-1,-1,-1
14,-1,724,339,52,167,0.8500000238418579,-1,-1,-1
14,-1,446,485,67,233,0.8399999737739563,-1,-1,-1
14,-1,1335,286,25,64,0.4699999988079071,-1,-1,-1
15,-1,324,686,121,274,0.9300000071525574,-1,-1,-1
15,-1,655,301,72,146,0.8799999952316284,-1,-1,-1
15,-1,443,485,79,236,0.8700000047683716,-1,-1,-1
15,-1,730,340,50,166,0.8600000143051147,-1,-1,-1
15,-1,1335,286,25,64,0.47999998927116394,-1,-1,-1
15,-1,122,328,40,72,0.47999998927116394,-1,-1,-1
16,-1,319,687,125,276,0.9200000166893005,-1,-1,-1
16,-1,442,489,87,231,0.8700000047683716,-1,-1,-1
16,-1,655,298,75,148,0.8700000047683716,-1,-1,-1
16,-1,732,338,51,167,0.8500000238418579,-1,-1,-1
16,-1,1335,286,25,64,0.47999998927116394,-1,-1,-1
17,-1,304,688,138,274,0.9399999976158142,-1,-1,-1
17,-1,441,489,97,234,0.8999999761581421,-1,-1,-1
17,-1,656,299,80,147,0.8700000047683716,-1,-1,-1
17,-1,735,338,51,168,0.8600000143051147,-1,-1,-1
17,-1,1335,286,25,64,0.47999998927116394,-1,-1,-1
18,-1,277,690,164,273,0.9399999976158142,-1,-1,-1
18,-1,440,490,99,233,0.9100000262260437,-1,-1,-1
18,-1,659,299,78,148,0.8700000047683716,-1,-1,-1
18,-1,738,338,52,168,0.8500000238418579,-1,-1,-1
18,-1,1335,286,25,64,0.49000000953674316,-1,-1,-1
19,-1,261,691,178,274,0.949999988079071,-1,-1,-1
19,-1,440,490,94,232,0.9100000262260437,-1,-1,-1
19,-1,742,339,54,167,0.8600000143051147,-1,-1,-1
19,-1,662,298,77,150,0.8500000238418579,-1,-1,-1
19,-1,110,330,49,72,0.5600000023841858,-1,-1,-1
19,-1,1335,286,25,64,0.49000000953674316,-1,-1,-1
20,-1,259,691,177,278,0.9300000071525574,-1,-1,-1
20,-1,440,490,90,232,0.8999999761581421,-1,-1,-1
20,-1,744,338,55,165,0.8600000143051147,-1,-1,-1
20,-1,665,299,73,149,0.8299999833106995,-1,-1,-1
20,-1,109,331,50,71,0.5899999737739563,-1,-1,-1
20,-1,1335,286,25,64,0.5,-1,-1,-1
21,-1,256,691,175,284,0.9300000071525574,-1,-1,-1
21,-1,440,492,92,233,0.9100000262260437,-1,-1,-1
21,-1,745,337,63,166,0.8500000238418579,-1,-1,-1
21,-1,675,297,62,152,0.7799999713897705,-1,-1,-1
21,-1,107,331,52,71,0.5299999713897705,-1,-1,-1
21,-1,1335,286,24,64,0.49000000953674316,-1,-1,-1
22,-1,255,691,167,285,0.9399999976158142,-1,-1,-1
22,-1,441,493,90,234,0.9100000262260437,-1,-1,-1
22,-1,747,336,65,166,0.8600000143051147,-1,-1,-1
22,-1,685,297,57,154,0.7300000190734863,-1,-1,-1
22,-1,1335,286,24,64,0.49000000953674316,-1,-1,-1
